title;locations;company;experience;work_location;employment;description;skills;salary;url;type_of_work;date
Старший QA-инженер в команду Liquidity Solutions;Moscow;Райффайзенбанк;None;None;               Полная занятость     ;тестирования: Java 8+, Spring Boot, JUnit5, Maven Spring Data Jdbc/Spring Jpa/Jdbi Testcontainers OAS/Swagger/Springdoc Cypress...;"  возможность работать из офиса или удаленно. Главное — договориться с командой;   работу в структуре без строгой иерархии, где ваш руководитель — это играющий тренер;   работу по принципам Agile;   присоединиться к QA-комьюнити в банке, где коллеги обмениваются опытом и помогают друг другу;   участие в регулярных митапах профессиональных сообществ;   внутреннее и внешнее обучение за счет банка;   участие в профессиональных конференциях в качестве спикера или слушателя. Например, мы регулярно ходим на HighLoad или JPoint;   страховку со стоматологией, которая работает как в Москве, так и в регионах;   особые условия по нашим продуктам, например, ипотеке, банковским картам или накопительным счетам и вкладам.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1b1f417c6c44bff6f7c9f0d5b8d4bedab595a5e86b226b0b6c6c2fb4cebfa5a490b2e8b0e6b7ddf0cd48b9ebfa96ed9bfdd1bfd3f7c1f1e36ab1f6b7d8f0c2b8dca397fb88fcad66bfcff6f6f0d3b9e1bfefb598a4d168411b1f09191b/5732eb45b04eaaa86af975100f1ec912.html;               Постоянная работа     ;Wed, 04 Oct 2023 04:38:10 GMT
Инженер по реализации проектов;Nizhny Novgorod;МегаФон;None;None;               Полная занятость     ;базе облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю сеть мобильной связи в России...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1d1a41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd28fba5fd90b4d9be92a49db3ddb0ee47b5bfa5e8b9cdfa9eed97fce6bfd0f7c622b3f0b1d3b7d3f0c1b8d4a39ffabd2ffdfbbeeef7caf0d6b8dbbfe5b59ea4da6ba38afb88fd9db4d4be9fa497b3d8b0e8b7ddf0cc695b441d1d091e/80ab23cd90055e275031f6f591813880.html;               Постоянная работа     ;Tue, 03 Oct 2023 22:20:22 GMT
Инженер по эксплуатации базовых станций и антенно-мачтовых сооружений;Kazan, Tatarstan;МегаФон;None;None;               Полная занятость     ;облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю сеть мобильной связи в России» от...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1f4941fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb90fd97b5eebe98a49bb2ebb1deb6e7f0c4b9efa392fb852ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe745f0d9b8d3a2abfb82fd96b5ecbe97a5a2b3d8b0e8b7ddf0cc6ab9ccfa951dfd80b4d5bfa6a49fb3d3b0edb7d5f1f6b8d9a2acfb85fd9566bffff7c4f0d4b8dfbed5b4aba5ed49a38bfabffd9db4d2bfa1a498b3d1605c565112425b/de0b52a52cff97811365f83bb6cbb805.html;               Постоянная работа     ;Mon, 02 Oct 2023 22:44:32 GMT
Инженер по эксплуатации базовых станций и антенно-мачтовых сооружений;Naberezhnye Chelny, Tatarstan;МегаФон;None;None;               Полная занятость     ;облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю сеть мобильной связи в России» от...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-194f41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb90fd97b5eebe98a49bb2ebb1deb6e7f0c4b9efa392fb852ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe745f0d9b8d3a2abfb82fd96b5ecbe97a5a2b3d8b0e8b7ddf0cc6ab9ccfa951dfd80b4d5bfa6a49fb3d3b0edb7d5f1f6b8d9a2acfb85fd9566bffff7c4f0d4b8dfbed5b4aba5ed49a38bfabffd9db4d2bfa1a498b3d1605c565112435a/e8a32074548140bf1cdda572ff6db9ed.html;               Постоянная работа     ;Mon, 02 Oct 2023 22:37:23 GMT
Senior QA инженер (ручное тестирование);Moscow - Leningradsky, Chukotka;Marfatech;None;None;               Полная занятость     ;разрабатываем собственные высокотехнологичные продукты в сфере Digital-маркетинга, Data Science и BI-аналитики с 2013 года...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4c1d417c6c44bff6f7c9f0d5b8d4bedab595a5e86b226b0b6c6c2f370a004e1b524339206cb7fdf0c9b8dfa39ffb80fd98b5ef6cf7d6f0d6b9e0bfe5b598a5e8b9cdfa99ed9dfdd9bfd6f7c1215159555a535322465f5e41181b/79a4f013fee307a498f36b7a6697a64e.html;               Постоянная работа     ;Mon, 02 Oct 2023 22:29:49 GMT
Инженер по планированию радиосети;Saint Petersburg;МегаФон;None;None;               Полная занятость     ;технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю сеть мобильной связи в России» от компании Ookla...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1e4f41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afba2fd96b4dfbe9aa498b2e8b1d0b7d7f0c4b8d4a392fab32ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429ed92fdda4fbeb8a49bb3d8b1d3b7ddf1f4b8d7a398fb8dfd90b4d7bfa976f0fbb8dcbed1b595a4d5b9c6fbab3ffdb2b4d4be97a49db3d0b0eeb7dbf0c6b8d9a397fb85fca3655d5f144d1052/8f1975bfdbb13e446bf6ffedbf47eeaf.html;               Постоянная работа     ;Mon, 02 Oct 2023 22:21:55 GMT
Инженер по нагрузочному тестированию;Moscow;Uchi.ru;None;None;               Полная занятость     ;data-driven подход при запуске новых направлений, а CustDev в Учи.ру является естественным этапом разработки продукта.... CustDev в Учи.ру является естественным этапом разработки продукта. * Data-driven подход   Для принятия стратегических решений...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-131241fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb9ffd98b5eebfa5a498b2e8b1d0b7d7f0c4b8d4a392fab32ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe767f0d6b8dca2abfabffd95b5efbe99a492b3d8b1d3b7ddf1fa695b421e1f091b/a47359b4680c7b346198a63c25d3855b.html;               Постоянная работа     ;Mon, 02 Oct 2023 22:17:07 GMT
PreSale сетевой инженер;Moscow;ТРИНИТИ;None;None;               Полная занятость     ;собственные решения на базе инновационных технологий, включая AI, IoT и Big Data.   В числе наших партнеров: Astra Linux, РедСофт...;"  Знание отечественных аналогов;   Навык составления технических спецификаций;   Наличие сертификата CCNP Routing and Switching или аналог.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-491f41fd8cb4dabfa5a495b3dab1d0b7dc00a4f0b9cefa9ded98fdd9bfdbf6f422b3f0b1d3b7d3f0c1b8d4a39ffabd2ffdc5bfdbf6f6f0d6b8d3bed9b599755a58471e1f0b/d099d460373da7723b087434f380c5b8.html;               Постоянная работа     ;Sun, 01 Oct 2023 22:59:19 GMT
Инженер Linux;Moscow - Leningradsky, Chukotka;Т1 Интеграция;None;None;               Полная занятость     ;профессиональной экспертизой в области системной интеграции, консалтинга, разработки ПО на заказ, Big Data и машинного обучения...;"  Опыт работы в сфере ИТ от 3-х лет (обязательно навыки эксплуатации/внедрения ОС Astra Linux и/или дистрибутивов на базе Debian для АРМ пользователей);   Знание основных сетевых протоколов и базовых принципов функционирования сетей;   Понимание основ работы типовых сервисов: web, почта, DNS, DCHP, файловые службы и т.п.;   Опыт работы с командной строкой в *nix-среде;   Опыт написания/отладки скриптов на Bash;   Опыт настройки и/или администрирования периферийного оборудования в среде Linux;   Опыт работы с SaltStack, Foreman, Puppet - приветствуется;   Знания принципов работы VDI и/или терминальных ферм – приветствуются.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-481b41fdb5b4d2be91a495b3d5b1dbb6e52238010706522a0f1c19505b58254617545a535e/4a7cf2abca7b3255072bfd70c8d1180d.html;               Постоянная работа     ;Sun, 01 Oct 2023 22:53:09 GMT
Инженер по эксплуатации базовых станций;Astrakhan;МегаФон;None;None;               Полная занятость     ;возможностей, предлагающая решения на базе облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4b4d41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb90fd97b5eebe98a49bb2ebb1deb6e7f0c4b9efa392fb852ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe745f0d9b8d3a2abfb82fd96b5ecbe97a5a2b3d8b0e8b7ddf0cc6ab9ccfa951dfd80b4d5bfa6a49fb3d3b0edb7d5f1f6b8d9a2acfb85fd9566bffff7c4f0d4b8dfbed5b4aba5ed49a38bfabffd9db4d2bfa1a498b3d1605c505d134158/14f469dfea68361c6a6c43d82beb5889.html;               Постоянная работа     ;Sun, 01 Oct 2023 22:18:28 GMT
Инженер - тестировщик (платформа САЕ);Moscow;Иннотех, Группа компаний;None;None;               Полная занятость     ;собственной платформы Техносерв Cloud, Big Data, информационная безопасность, Process Mining, вычислительные комплексы, сетевые...;"  Возможность участвовать в крупных проектах;   Конкурентную и полностью официальную заработную плату;   Комфортный и современный офис, возможен гибридный график;   Пакет льгот для сотрудников от наших партнеров: ДМС + стоматология + программа для родственников, льготное кредитование и страхование, партнерские скидки;   Для комфортной работы предоставляем необходимое оборудование.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1c1841fdb5b4d2be91a495b3d5b1dbb6e500a4cab9c6fbaaecaffddcbeeef7caf0d1b9e8bedfb59a76b8f1a397fb8bfd98b4d2be92a5a061b8c3bed2b4a1a5eab9cbfbabed93fdd6bee7f7ccf0d96ab1f1b7def0c4b9eba2aefb83fcadb4d3be977512525c555a51/0e1b72bdd5ba7539378cc9139816a951.html;               Постоянная работа     ;Sun, 01 Oct 2023 22:16:58 GMT
Инженер по эксплуатации зданий и сооружений;Saint Petersburg;Петрович;None;None;               Постоянная работа     ;-экосистема сервисов и услуг  Ведущая e-com площадка страны в категории DIY&HouseHold в 2021 году по данным Data Insight  более 26...;"  Работа в крупной, развивающейся компании, ставящей перед собой амбициозные цели   Оформление согласно ТК РФ, ДМС (+ стоматология)   Пятидневная рабочая неделя с 09.00 до 18.00   Работа разъездного характера. Основная привязка к магазину по адресу Индустриальный пр.73;   Моб. телефон, оплата служебных поездок, инструменты   Возможны командировки по СЗФО   Возможность профессионального развития и роста   Развитая корпоративная культура  ";72000 (M, RUB);https://jobviewtrack.com/en-gb/job-4b1f41fdb5b4d2be91a495b3d5b1dbb6e500a4c5b9c9fbaaed92fddfbeedf7c4f1e1b8d1bfe1b598a4d049a3bdfb89fd9db4d2be9fa49943b8d94eb7c4f0cab8d7a2aafabefd9bb4dabe9aa498b3d163beffb59da4deb9c6fa96ed98fce44fbe98a49e43b8ccbeddb4a1a4d7b9c8fba8ed9dfce6bfdef6f2f0dbb8d94eb7f2f0c0b8d9a397fb85fd9444bfcff7caf0ddb9e1bfe4b596a4ddb9cefa93ed942fb4f7be9aa496b3ddb1d3b7d0f1f448b9ccfa951dfd80b4d5bfa6a49fb3d3b0edb7d5f1f6b8d9a2acfb85fd9544bff9f7c0f0d3b8dcbedfb59976b8f1a397fb8bfd98b4d2be92a5a043b8debed945f0d9b8d3a2abfb82fd96b5ecbe97a5a2b3d8b0e8b7ddf0cc6ab9ebfa96ed9bfdd1bfd3f7c1f1e348b1c3b7dff1f5b8d6a391fabefd9db5edbe97a5a6b3d0b1d647b5b7a4dcb9c3fa96ed95fddd6e5c1647195359/5a9ceb22923d2854384c58450dc352cf.html;               72 000 руб. в месяц     ;Sun, 01 Oct 2023 22:16:05 GMT
Инженер по безопасности приложений (AppSec);Moscow;ЦРПТ (Центр развития перспективных технологий);None;None;               Полная занятость     ;о продукте, просто сканируя Data Matrix код, нанесенный на упаковку. А производители и продавцы, с помощью нашей системы...;"  Опыт работы как Application Security Analyst от 2 лет;   Опыт программирования на Java, Python;   Глубокое понимание архитектурных принципов построения и работы web\mobile приложений;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1e1e41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afbacfd98b4d8be99a49fb3d8b0efb7d8f0cab9e8a2a8fb852ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429ed92fdda4fbeb6a495b3dfb1d0b7daf0c4b9e8a397fb83fcacb5edbe9f76f0fbb8dcbed1b595a4d5b9c6fbab1dfdbcb4dabe90a49eb3d7b1deb6e4f0c9b8d7a2abfabffd9566bff6f7c9f0d5b8d4bedab595a5e868411b1f09191b/4920e942aa240f3d94620359a46cb511.html;               Постоянная работа     ;Sun, 01 Oct 2023 22:13:35 GMT
Инженер по строительству объектов связи;Grozny, Chechnya;МегаФон;None;None;               Полная занятость     ;облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю сеть мобильной связи в России» от...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-494f41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb9cfd9fb5e0be90a49861b8f9bedab596a4ddb9cefa9eecad0db4d0be9954f0c2b9e3bfe7b59ea4d0b8f1fa9eed96fce8beeff6f6f0d1b9e26cb7fdf0c9b8dfa39ffb80fd98b5ef4ef7d5f0d1b9eebed0b59876b8f1a397fb8bfd98b4d2be92a5a043b8debed967f0cbb8d753fa8aecaffce4bfd0f7ccf1e1b8d4bedcb4aca5e9b8f1fa99ecae2c565e5a144212/e1d0db714fc3c686177b38129fc7d514.html;               Постоянная работа     ;Sun, 01 Oct 2023 22:11:14 GMT
Инженер ПТО (Красноярск/ Крастяжмаш);Krasnoyarsk;WILDBERRIES;None;None;               Полная занятость     ;согласно данным аналитического агентства Data Insight. Исследовательская компания Infoline признала Wildberries «Самым...;"  Официальное оформление в соответствии с ТК РФ;   Официальная заработная плата;   График работы: 5\2 с 9:00 до 18:00   Место работы: складской комплекс г. Красноярск, Старцево.   Корпоративные скидки на продукцию Компании.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-481b41fdb5b4d2be91a495b3d5b1dbb6e500a4f7b9d1fab53ffdb5b4d2be91a495b3d5b1dbb6e521465f5141181a/fbed2fe23fa2c74c94f4d832c02586fc.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:57:39 GMT
Инженер по искусственному интеллекту;Nizhny Novgorod;IT-компания Lad;None;None;               Полная занятость     ;"""Lad"" - аккредитованная It-компания.   Мы помогаем крупному бизнесу в решении задач Data-инженерии, машинного обучения...";;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1d1d41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd28fba5fd90b4d9be92a49db3ddb0ee665717435e5d40/0410e9553809eb179b02fd4c5be6a9f6.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:48:16 GMT
Главный инженер разработки Java (Senior);Moscow;Газпромбанк;None;None;               Полная занятость     ;".    Наш стек:    Java 11, Kotlin, Spring Boot 2;  JS, TypeScript, React;  Spring Cloud, Data, Integration;  Docker, Kubernetes...";"  Не менее 5 лет занимаешься разработкой программного обеспечения на Java;   Понимаешь принципы ООП, ФП и распространённых паттернов, способов интеграции приложений и протоколов;   Уверенно знаешь Java SE(Core, Collections, Concurrency, Generics, Reflection), Spring Framework, Hibernate (или другой ORM), SQL, Spring Cloud, Maven/Gradle;   Имеешь опыт работы c PostgreSQL или Oracle, Git и любым CI/CD стеком, брокером сообщений, Docker;   Умение и желание писать тесты на свой код.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4c1e41fdbeb4d4be97a492b3d5b0e5b7dc00a4f0b9cefa9ded98fdd9bfdbf6f422300d0f070817003e091f1228fba5fd90b4d9be92a49db3ddb0ee652f4102096ba3b9fb86fd9db4ddbe9aa5abb3d1605c565114405e/bf9df3047181f673eb8d670269b9be4c.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:36:43 GMT
Инженер по планированию производства;Tomsk;Cognitive Pilot;None;None;               Полная занятость     ;Robo Factory) и Чебоксарах (Cognitive Data Factory). Всего же у компании более 15 региональных представительств в 7...;"  Знание 1С УПП или 1C ERP;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1d1f41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afba2fd96b4dfbe9aa498b2e8b1d0b7d7f0c4b8d4a392fab30dfdfbbeeef7caf0dbb8d6bed5b59ea4dcb8f2fba9ed9ffdd46dbebfa49db3deb1dbb7d8f0c1b9e953fa94ed930db4f0be9ca490b3d5b1d6b6e5f0cab8dba39afb80fd95b5e16cf7cbf0dd48b1f1b7def0c4b8d4a392fabdfd93b4ddbe97a49db3d0b0e047b5bfa5e8b9cdfa93ed9afdd6bfd0f7c0f1e2b9e3bed5b59076b8f1a397fb8bfd98b4d2be92a5a043b8debed967f0ecb8d4a39cfb88fd90b4dabfa754f0fcb9e1bed9b598a4dfb9c1fa95ed99fce5beecf7c6f0d369535f53561442/fc80dfd8941bce9f909e93f27f61e3d9.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:26:10 GMT
Software engineer Go / Инженер-программист Go (DCIM);Nizhny Novgorod;YADRO;None;None;               Полная занятость     ;активно расти и расширять команду.   DCIM (Data Center Infrastructure Management) – это программное обеспечение для...;"  Навыки администрирования баз данных (Postgres);   Опыт работы с системами контейнеризации и оркестрации (Docker, Kubernetes);   Знание гибких методологий разработки ПО (Agile/Scrum/SAFe).  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-181e416a4244280125a4b8b3d5b1d8b7d0f0c9b8dca2aa0bedb2fce4bfd0f7c7f1e3b8d1bedbb59ca4d0b8f2fba93f7e42021b19460645432d0f090e0b45111a6ba3b2fb80fd9bb4dabe9aa495b2e8412b0902491a0d0c0128fba5fd90b4d9be92a49db3ddb0ee665717435e5d40/dbc5c15e8b398609fa1aa2bfd74cbb56.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:25:42 GMT
Observability инженер;Moscow;Клауд Солюшенс;None;None;               Полная занятость     ;вещей. Строим сеть экологичных и энергоэффективных центров обработки данных CX Data Center.   Задачи   участие в поддержке и...;  имеете опыт работы в Golang, Python или bash,  ;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4e1341fdb5b4d2be91a495b3d5b1dbb6e52146595d471e1d/742372f5c73e5bb0c2e5ef12aaf65fa8.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:19:26 GMT
Ведущий ML инженер;Moscow;ХОУМ Банк;None;None;               Полная занятость     ;(mlflow, dvc, dbt)  Поддержка и развитие Data Science инфраструктуры (jupyterhub, mlflow) на базе docker-compose + gitlab...;  Понимание основ машинного обучения (ML)   Опыт использования библиотек машинного обучения и анализа данных: pandas, numpy, matplotlib, seaborm, plotly, scikit-learn, xgboost, lightgbm   Опыт использования MLOps/ModelOps/DataOps инструментов jupyterhub, mlflow, dvc, dagster, dbt   Опыт фронт-разработки: html, js, bootstrap, jinja   Опыт использования k8s   Свой open-source проект   Опыт руководства небольшой командой, наставничества  ;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1b4a41fdbfb4dabe93a5a3b2e1b1d6b7dc00a4f0b9cefa9ded98fdd9bfdbf6f4220e044cbeffb59da4deb9c6fa96ed98fce46dbebfa49db3deb1dbb7d8f0c1b9e971fab9ed98fdd0beedf6fdf0dbb8d86f555414405c5f/e6e64500cff3f2983904463a0040009e.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:19:20 GMT
Инженер по эксплуатации базовых станций и антенно-мачтовых сооружений;Chita, Zabaykalsky;МегаФон;None;None;               Полная занятость     ;) — компания цифровых возможностей, предлагающая решения на базе облачных технологий, IoT, Big Data. Четырехкратный обладатель...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4f1b41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb90fd97b5eebe98a49bb2ebb1deb6e7f0c4b9efa392fb852ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe745f0d9b8d3a2abfb82fd96b5ecbe97a5a2b3d8b0e8b7ddf0cc6ab9ccfa951dfd80b4d5bfa6a49fb3d3b0edb7d5f1f6b8d9a2acfb85fd9566bffff7c4f0d4b8dfbed5b4aba5ed49a38bfabffd9db4d2bfa1a498b3d1605c505d10475b/496baf65b266fef68353ffeb01949aa5.html;               Постоянная работа     ;Sat, 30 Sep 2023 22:01:08 GMT
Инженер по автоматизации тестирования в Клиринг;Moscow;Национальная система платежных карт;None;None;               Полная занятость     ;требованиям международного Стандарта безопасности данных индустрии платежных карт (Payment Card Industry Data Security Standard...;"  Тебе знакомы финансовые системы, понятия банка-эмитента, эквайера, есть опыт работы с финансовыми сообщениями;   У тебя был опыт работы с Allure, JUnit, Maven/Gradle, а также понимаешь принципы построения CI/CD;   Ты занимался разработками в части механизмов параллелизации;   У тебя был опыт в построении докер-направленной тестовой инфраструктуры;   Ты знаком с Selenium/Selenide/Selenoid;   У тебя был опыт работы с микросервисной архитектурой;   У тебя был опыт использования/развития mock-сервисов.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1f4e41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afbadfd9fb5edbe99a49cb3d8b0ecb7ddf0c3b8d9a2acfb85fd9566bff6f7c9f0d5b8d4bedab595a5e849a395fb832ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8f9a398fabffd93b4d3be97a5a2b3d0b1d9b7d5f1f2b8d1a39229edb5fdd9bfd8f7c1f0deb8d4bfe767f0e4b8dba2a8fb83fd91b4dfbfa5a498b3dfb1deb6e3f0ccb8d172181a09191952/0a810f5a95e06bc40f8439f3b960ccb8.html;               Постоянная работа     ;Fri, 29 Sep 2023 22:58:16 GMT
Инженер-схемотехник (Electronics engineer);Kazan, Tatarstan;TGT;None;None;               Полная занятость     ;into their dynamic model for improved decision making, anytime, anywhere and cost effectively. We process raw data through complex...;"  умение работать в Altium Designer;   знание английского языка (чтение технической документации, деловая переписка, разговорные навыки);   опыт работы в PDM/PLM системах (Intermech IPS);   знание 3D CAD (Autodesk Inventor/Kompas 3D);   активная профессиональная позиция;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-494941fdb5b4d2be91a495b3d5b1dbb6e500a4c9b8f6fa9eed91fddabeecf7c1f1e6b8dcbedfb59a762d0516495f4f42430d0c1d07314e04010f0b021722a4f0b9cefa9ded98fdd9bfdbf6f40026060607090045066ab9ebfa96ed9bfdd1bfd3f7c1f1e36a2400000c4e110d1b72181a091f1b57/9caf530936c79d7929f41daefd481404.html;               Постоянная работа     ;Fri, 29 Sep 2023 22:47:58 GMT
Presale-инженер по унифицированным коммуникациям (Unified Communications);Saint Petersburg;ТРИНИТИ;None;None;               Полная занятость     ;собственные решения на базе инновационных технологий, включая AI, IoT и Big Data.   В числе наших партнеров: Astra Linux, РедСофт...;  Практический опыт работы с одним или несколькими решений отечественных почтовых серверов: CommuniGate Pro, Rupost, Мой Офис Почта, Mailion, Я360, VK WorkMail, Р7, Tegu   Практический опыт работы с одним или несколькими решений отечественных корпоративных мессенджеров: Express, Samoware , Я360 (Мессенджер), Р7-Команда, VK Teams, Dialog, Squadus, Webinar Meetings, 1F Teams   Практический опыт работы с одним или несколькими решений отечественных систем ВКС: Vinteo, TrueConf , Videomost, Webinar, Телемост (Я360), IVA, SberJazz, DION, Протей   Опыт миграции с Exchange на CommuniGate Pro или другой отечественный почтовый сервер.   Наличие профильных сертификатов.  ;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-184a41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd28fba5fd90b4d9be92a49db3ddb0ee65264f19051c1d43485c59440b011d2646115051515f/c48da87b8e7e81ca4bf6300e4de9e079.html;               Постоянная работа     ;Fri, 29 Sep 2023 22:43:59 GMT
Presale-инженер по унифицированным коммуникациям (Unified Communications);Moscow;ТРИНИТИ;None;None;               Полная занятость     ;собственные решения на базе инновационных технологий, включая AI, IoT и Big Data.   В числе наших партнеров: Astra Linux, РедСофт...;  Практический опыт работы с одним или несколькими решений отечественных почтовых серверов: CommuniGate Pro, Rupost, Мой Офис Почта, Mailion, Я360, VK WorkMail, Р7, Tegu   Практический опыт работы с одним или несколькими решений отечественных корпоративных мессенджеров: Express, Samoware , Я360 (Мессенджер), Р7-Команда, VK Teams, Dialog, Squadus, Webinar Meetings, 1F Teams   Практический опыт работы с одним или несколькими решений отечественных систем ВКС: Vinteo, TrueConf , Videomost, Webinar, Телемост (Я360), IVA, SberJazz, DION, Протей   Опыт миграции с Exchange на CommuniGate Pro или другой отечественный почтовый сервер.   Наличие профильных сертификатов.  ;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4b4a41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd28fba5fd90b4d9be92a49db3ddb0ee65264f19051c1d43485c59440b011d264611575c5558/b6a4d04257a27dde81ffdbc287eac025.html;               Постоянная работа     ;Fri, 29 Sep 2023 22:43:27 GMT
Инженер по фиксированной связи;Novosibirsk;МегаФон;None;None;               Полная занятость     ;) — компания цифровых возможностей, предлагающая решения на базе облачных технологий, IoT, Big Data. Четырехкратный обладатель...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1e4941fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb9cfd9fb5e0be90a49861b8f9bedab596a4ddb9cefa9eecad0db4cebe95a5afb3dfb1d665b5b8a4d5b9c5fa9eed90fdd1beee07a49fb3d663beffb59da4deb9c6fa96ed98fce46dbe86a492b2e7b1d9b7dd21465f51411d1e/8d82e079f9c9ab22367a3732c6087781.html;               Постоянная работа     ;Fri, 29 Sep 2023 22:36:04 GMT
Presale-инженер по унифицированным коммуникациям (Unified Communications);Yekaterinburg, Sverdlovsk;ТРИНИТИ;None;None;               Полная занятость     ;собственные решения на базе инновационных технологий, включая AI, IoT и Big Data.   В числе наших партнеров: Astra Linux, РедСофт...;  Практический опыт работы с одним или несколькими решений отечественных почтовых серверов: CommuniGate Pro, Rupost, Мой Офис Почта, Mailion, Я360, VK WorkMail, Р7, Tegu   Практический опыт работы с одним или несколькими решений отечественных корпоративных мессенджеров: Express, Samoware , Я360 (Мессенджер), Р7-Команда, VK Teams, Dialog, Squadus, Webinar Meetings, 1F Teams   Практический опыт работы с одним или несколькими решений отечественных систем ВКС: Vinteo, TrueConf , Videomost, Webinar, Телемост (Я360), IVA, SberJazz, DION, Протей   Опыт миграции с Exchange на CommuniGate Pro или другой отечественный почтовый сервер.   Наличие профильных сертификатов.  ;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-491c41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd28fba5fd90b4d9be92a49db3ddb0ee65264f19051c1d43485c59440b011d264611575c555e/2fbad45b666781882ddfe78ef028c6c9.html;               Постоянная работа     ;Fri, 29 Sep 2023 22:14:21 GMT
